PID,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,ProviderName,lat,lng,county_name
1407,0,1,0,1,0,0,0,0,0,0,0,0,Simpson Place Assisted Living,32.79292,-96.7733,Dallas
1408,1,2,1,2,2,5,3,0,0,0,0,0,Skilled Care at Mexia,31.65532,-96.46855,Limestone
1409,1,0,0,0,2,0,0,2,2,3,1,2,Skyline Nursing Center,32.70435,-96.87297,Dallas
1410,1,2,0,1,0,0,1,2,0,1,0,0,Slaton Care Center,33.452040000000004,-101.64305,Lubbock
1412,0,0,0,0,0,0,2,0,1,1,1,0,Snyder Healthcare Center,32.91367,-100.84508,Scurry
1413,0,2,0,1,1,1,2,1,0,2,0,2,Snyder Oaks Care Center,32.91367,-100.84508,Scurry
1414,0,0,1,1,1,0,0,0,0,0,0,0,Solara Hospital McAllen,26.16531,-98.24764,Hidalgo
1415,19,31,27,23,34,36,31,37,35,29,28,33,Solera at West Houston,29.82641,-95.66214,Harris
1416,0,0,0,0,0,1,0,0,1,1,1,1,Songbird Lodge,31.7425,-99.03991,Brown
1417,12,6,9,6,2,4,4,7,3,7,3,7,Sonterra Health Center,29.6337,-98.49605,Bexar
1418,7,13,10,17,11,10,16,26,28,33,29,25,Sorrento Continuing Care Center,29.50555,-98.5722,Bexar
1421,2,1,4,8,4,5,5,14,4,3,3,2,South Place Nursing Center,32.09642,-95.9083,Henderson
1424,3,1,0,0,1,1,0,0,1,1,0,3,Southbrooke Manor Nursing and Rehabilitation Center,29.03768,-96.70042,Jackson
1425,0,1,1,2,1,0,0,0,1,1,0,4,Southeast Nursing and Rehabilitation Center,29.36614,-98.37786,Bexar
1429,0,0,1,1,0,3,1,3,1,2,1,1,Southland Rehabilitation and Healthcare Center,31.301340000000003,-94.65552,Angelina
1430,7,0,8,2,0,0,1,0,3,2,2,0,Southpark Meadows Nursing and Rehabilitation Center,30.16538,-97.82343,Travis
1431,1,1,1,3,0,0,0,1,1,2,1,0,Southwest Nursing and Rehabilitation Center,32.653929999999995,-97.37723,Tarrant
1435,2,1,1,2,0,1,2,5,4,2,1,1,Spanish Meadows Nursing and Rehabilitation,29.7433,-95.82861,Fort Bend
1436,6,5,7,6,9,7,9,5,9,9,9,12,Spanish Meadows Of Brownsville,25.96396,-97.55009,Cameron
1438,0,1,1,1,0,0,0,1,2,0,0,0,SPJST Skilled Nursing and Rehabilitation Needville,29.38012,-95.80673,Fort Bend
1439,1,2,1,2,0,2,0,2,0,2,1,2,SPJST Skilled Nursing and Rehabilitation Taylor,30.58422,-97.38742,Williamson
1443,2,1,4,2,3,1,2,0,2,1,1,2,Spring Branch Transitional Care Center,29.79764,-95.49174,Harris
1444,2,1,0,0,0,0,0,1,0,0,0,0,"Spring Oaks Nursing and Rehabilitation, LP",31.08754,-98.22873,Lampasas
1445,1,2,3,4,3,1,0,2,4,1,2,2,SSC San Diego La Paloma Operating Company LP,27.85315,-98.37031,Duval
1446,8,6,5,5,4,7,4,6,4,4,7,7,St Giles Nursing And Rehabilitation Center,31.64455,-106.27373,El Paso
1448,0,0,0,1,0,0,0,0,0,0,0,0,Stamford Residence and Rehabilitation Center,32.93883,-99.84265,Jones
1449,0,0,0,0,0,0,0,0,0,1,0,2,"Stanton Nursing and Rehabilitation, LP",32.15841,-101.84321,Martin
1450,0,0,0,1,0,0,1,0,0,0,0,0,Stephens Memorial Hospital,32.80509,-98.89861,Stephens
1451,0,0,0,0,0,0,0,0,0,0,1,2,Stephenville Nursing Home,32.28259,-98.19882,Erath
1452,0,0,3,0,1,1,0,1,0,1,0,2,Sterling County Nursing Home,31.81488,-101.04641,Sterling
1453,0,0,0,0,0,2,2,0,0,0,0,0,Sterling Oaks Rehabilitation,29.85208,-95.83094,Harris
1454,1,4,1,2,1,1,2,2,0,0,0,1,Stevens Nursing and Rehabilitation,29.377,-96.84377,Lavaca
1455,0,1,0,0,1,1,1,0,1,0,0,0,Stevens Nursing Home,29.2118,-97.08342,Lavaca
1456,8,8,6,7,6,8,7,9,5,8,16,7,Stillhouse Rehabilitation and Healthcare Center,33.62385,-95.48378,Lamar
1457,0,0,0,0,0,1,0,0,0,0,1,0,Stockdale Residence And Rehabilitation Center,29.24305,-97.92956,Wilson
1458,3,2,4,4,3,3,3,6,3,5,1,6,Stone Oak Care Center,29.6337,-98.49605,Bexar
1459,2,0,0,0,0,0,0,0,0,0,0,0,Stonebriar Nursing and Rehabilitation Center,30.24315,-97.76537,Travis
1460,0,0,0,0,0,1,0,1,0,0,0,1,Stonebridge Sn Health Center,30.2611,-97.95944,Travis
1461,4,4,7,4,9,8,7,4,1,3,2,3,Stonegate Nursing Center,32.701,-97.38392,Tarrant
1463,4,8,4,8,4,3,4,7,7,9,6,4,"Stonemere Rehabilitation Center, LLC",33.15534,-96.7727,Collin
1464,0,1,0,1,1,1,0,1,0,1,0,1,Stonewall Memorial Hospital,33.17852,-100.24899,Stonewall
1465,5,1,4,2,6,5,5,0,5,4,1,2,Sugar Land Health Care Center,29.619640000000004,-95.60701,Fort Bend
1466,5,1,5,8,6,6,5,5,1,2,2,5,Sulphur Springs Health and Rehabilitation Center,33.16816,-95.60681,Hopkins
1468,19,9,14,16,12,15,10,15,5,10,8,10,Summer Meadows,32.58258,-94.72065,Gregg
1469,5,2,1,3,2,4,3,3,4,6,2,0,Summit Nursing And Rehabilitation Of San Augustine,31.49499,-94.12708,San Augustine
1471,2,4,1,1,3,1,1,2,5,3,5,6,Sundance Inn Health Center,29.69772,-98.0702,Comal
1472,0,0,0,1,0,0,0,0,1,0,0,0,Sunflower Park Health Care,32.57358,-96.24717,Kaufman
1473,1,0,0,0,0,0,0,0,0,0,1,2,"Sunny Springs Nursing and Rehab, Inc",33.16816,-95.60681,Hopkins
1474,1,2,3,3,1,0,0,1,1,1,0,1,Sunrise Nursing and Rehabilitation Center,29.29428,-98.53945,Bexar
1478,1,0,0,0,0,2,0,0,0,0,0,0,Sweeny Community Hospital,29.09235,-95.76601,Brazoria
1479,0,0,2,2,1,0,1,3,2,3,2,1,Sweeny House,29.09235,-95.76601,Brazoria
1480,0,0,0,0,0,0,2,0,0,1,1,1,Sweetwater Healthcare Center,32.45432,-100.36402,Nolan
1481,0,1,1,3,1,1,1,1,0,1,0,1,Swisher Memorial Hospital District,34.57853,-101.69538,Swisher
1485,0,0,0,0,0,1,1,0,0,0,0,0,Teague Nursing and Rehabilitation,31.6209,-96.24864,Freestone
1487,2,2,0,0,0,0,0,0,0,2,2,0,TERRA BELLA HEALTH AND WELLNESS SUITES,29.60844,-95.38665,Harris
1489,0,1,0,0,1,1,2,2,0,0,0,0,Terrell Healthcare Center,32.76168,-96.30018,Kaufman
1493,2,0,1,0,1,0,2,0,1,0,1,0,Texan Nursing and Rehabilitation of Gonzales,29.47721,-97.45171,Gonzales
1497,13,8,12,11,9,10,13,9,3,4,5,4,Texhoma Christian Care Center,33.9451,-98.52395,Wichita
1498,6,6,10,7,6,5,4,8,3,3,6,4,Texoma Healthcare Center,33.60451,-96.54562,Grayson
1499,3,0,1,3,2,4,1,2,1,1,0,0,The Arbors,35.20318,-101.89519,Potter
1500,2,3,0,3,2,6,5,3,0,0,0,0,"The Arbors Healthcare and Rehabilitation, Inc",31.77995,-95.17381,Cherokee
1501,3,3,5,4,9,6,3,4,3,6,4,5,The Atrium of Bellmead,31.62656,-97.09606,McLennan
1502,2,2,2,2,2,0,0,2,0,3,1,1,The Atrium Rehabilitation Center,29.50555,-98.5722,Bexar
1503,4,8,4,5,6,6,5,8,9,9,5,7,The Bartlett Rehab Skilled Care And Assisted Living,31.84821,-106.53264,El Paso
1504,7,10,22,19,14,23,26,19,10,10,3,7,The Belmont at Twin Creeks,33.114670000000004,-96.69411,Collin
1505,10,9,8,7,9,7,8,12,10,2,7,11,The Bradford at Brookside,30.7127,-94.82192,Polk
1506,16,13,17,11,13,13,20,15,19,17,8,16,The Broadmoor at Creekside Park,30.11516,-95.50749,Harris
1508,0,0,1,1,2,0,1,1,0,1,1,1,The Buckingham,29.73555,-95.52161,Harris
1509,8,13,9,10,18,8,12,9,5,3,1,1,The Carlyle at Stonebridge Park,32.95998,-97.14859,Tarrant
1510,19,20,25,19,20,20,8,15,8,6,3,5,THE CENTER AT GRANDE,32.30356,-95.17689,Smith
1512,19,13,19,25,19,15,15,17,22,19,15,30,The Colonnades at Reflection Bay,29.546,-95.35082,Brazoria
1513,5,13,11,10,11,15,11,10,9,9,8,7,The Concierge,29.750120000000006,-95.61547,Harris
1514,3,1,2,1,3,1,2,3,1,2,3,0,The Courtyard Rehabilitation and Healthcare Center,28.80493,-96.98473,Victoria
1515,7,8,13,16,23,12,13,8,3,8,8,10,The Courtyards at Pasadena,29.70217,-95.15943,Harris
1516,0,0,0,0,0,0,0,0,0,0,0,1,The Craig Senior Living,35.20318,-101.89519,Potter
1517,13,11,14,13,15,19,11,23,15,19,24,16,The Crescent,29.619640000000004,-95.60701,Fort Bend
1518,3,2,1,1,2,4,6,5,1,3,1,1,THE CROSSINGS,29.50205,-95.08652,Galveston
1519,4,6,9,9,9,11,20,21,11,11,8,9,The Enclave,29.6337,-98.49605,Bexar
1520,6,8,14,7,19,13,14,11,11,11,9,11,The Forum at Lincoln Heights,29.48906,-98.45671,Bexar
1521,4,4,5,6,7,8,5,4,5,6,4,6,The Forum at Memorial Woods,29.77083,-95.51166,Harris
1522,5,3,5,6,6,3,1,2,1,1,2,1,The Forum at Park Lane,32.8652,-96.79097,Dallas
1523,0,1,1,1,1,0,0,3,1,2,0,1,The Gardens Of Bellaire,29.70443,-95.46175,Harris
1524,7,8,5,6,18,10,8,6,6,8,5,8,The Grace Care Center of Katy,29.7433,-95.82861,Fort Bend
1525,0,1,2,0,0,0,0,0,1,0,0,0,The Hallmark,29.74833,-95.46803,Harris
1526,11,10,12,17,15,12,9,9,4,2,1,3,The Harrison at Heritage,32.93098,-97.28435,Tarrant
1527,22,19,10,13,18,26,18,18,12,7,8,11,THE HEALTHCARE RESORT OF PLANO,33.021370000000005,-96.74102,Collin
1528,1,4,3,5,5,2,1,5,7,6,5,5,The Heights of Alamo,26.14583,-98.11938,Hidalgo
1529,4,4,8,4,6,5,5,6,4,3,0,2,The Heights of Atascosa,28.93614,-98.42572,Atascosa
1530,5,5,3,3,4,2,2,7,3,3,1,3,The Heights Of Bulverde,29.89823,-98.4063,Comal
1531,1,0,1,0,1,0,2,0,1,0,2,1,The Heights of Gonzales,29.47721,-97.45171,Gonzales
1532,2,1,3,3,2,4,3,3,2,3,1,0,The Heights of North Houston,30.00863,-95.44388,Harris
1533,20,23,22,20,17,18,18,13,14,16,17,17,The Heights of Tomball,30.09543,-95.58939,Harris
1534,2,1,1,0,1,0,2,1,3,0,1,1,The Heights of Tyler,32.23855,-95.32063,Smith
1535,0,1,0,0,0,1,1,1,3,0,0,0,The Heights on Huebner,29.52465,-98.60749,Bexar
1537,0,1,0,0,1,2,0,5,1,1,0,0,The Heritage Nursing Home,32.82157,-95.42366,Wood
1538,0,2,3,4,4,2,3,2,2,1,2,3,"The Highlands Guest Care Center, Llc",32.91211,-96.73563,Dallas
1539,1,0,2,3,1,3,3,4,0,0,3,3,The Hillcrest of North Dallas,32.99728,-96.79091,Collin
1540,6,6,3,5,2,11,3,3,1,3,0,3,The Hills Nursing and Rehabilitation Center,33.272,-97.51417,Wise
1544,7,4,6,10,9,3,8,11,6,5,7,8,The Homestead of Sherman,33.60451,-96.54562,Grayson
1548,1,1,3,2,4,6,3,4,3,3,4,4,The Lakes at Texas City,29.39941,-94.99751,Galveston
1549,0,2,0,2,4,1,3,3,3,2,3,6,The Landing At Watermere,32.95998,-97.14859,Tarrant
1552,2,6,3,1,3,3,4,4,2,1,1,3,The Legacy at Town Creek,31.73458,-95.53316,Anderson
1553,12,17,24,16,16,11,9,13,9,10,7,10,The Legacy Willow Bend,33.07735,-96.80704,Collin
1554,2,1,1,0,0,1,1,1,0,0,0,0,The Lennwood Nursing and Rehabilitation,32.665620000000004,-96.87309,Dallas
1556,4,2,5,3,1,5,2,6,6,6,3,3,The Lodge at Bear Creek,32.92498,-97.07177,Tarrant
1557,4,4,9,4,9,3,11,7,2,5,4,3,The Madison on Marsh,32.96188,-96.89701,Dallas
1558,5,4,9,3,2,6,3,6,2,4,3,5,The Manor at Seagoville,32.60745,-96.54088,Dallas
1559,3,0,2,0,2,1,1,0,0,0,0,0,"The Manor Healthcare Residence, Ltd",31.65532,-96.46855,Limestone
1561,0,1,1,2,2,3,3,2,1,1,1,1,The Meadows Health and Rehabilitation Center,32.87767,-96.74979,Dallas
1562,31,23,37,28,38,30,22,23,30,27,24,31,The Medical Resort at Bay Area,29.64608,-95.13826,Harris
1563,3,2,3,4,2,3,1,8,2,3,3,7,The Medical Resort at Pearland,29.546,-95.35082,Brazoria
1564,14,12,15,19,10,10,10,13,9,7,8,11,The Medical Resort at Sugar Land,29.56645,-95.63557,Fort Bend
1565,8,11,15,10,15,9,14,18,10,6,14,11,The Medical Resort at Sugar Land,29.56645,-95.63557,Fort Bend
1566,3,4,2,2,4,6,8,7,4,2,5,4,The Medical Resort At Willowbrook,29.97776,-95.57315,Harris
1567,0,1,2,2,2,2,4,7,3,1,1,0,The Medical Resort at Woodlands,30.10125,-95.35583,Montgomery
1569,5,5,5,11,4,7,6,2,2,1,1,3,The Meridian,29.309790000000003,-94.77747,Galveston
1570,9,5,5,6,10,6,4,9,6,5,8,7,The MonteVista at Coronado,31.84821,-106.53264,El Paso
1571,0,0,0,0,1,0,1,1,0,0,0,0,The Oaks at Beaumont,30.05295,-94.17654,Jefferson
1572,0,0,0,0,0,1,1,0,0,0,0,0,The Oaks at Brookshire,29.83893,-95.98251,Waller
1573,1,0,1,1,0,2,1,0,0,4,2,5,The Oaks At Radford Hills Healthcare Center,32.57965,-99.6635,Taylor
1574,0,0,0,0,0,0,1,0,1,0,1,0,"The Palms Nursing and Rehabilitation, LP",27.72946,-97.38567,Nueces
1575,4,10,10,9,11,13,10,8,1,4,8,13,The Park in Plano,33.021370000000005,-96.74102,Collin
1577,12,10,14,8,6,14,11,9,9,5,2,5,The Pavilion At Creekwood,32.5698,-97.14273,Tarrant
1578,4,6,5,8,5,9,5,7,8,5,3,6,THE PHOENIX POST ACUTE,29.39095,-94.91973,Galveston
1579,7,12,11,13,10,14,14,16,12,12,12,16,The Plaza at Edgemere Health Service,32.8652,-96.79097,Dallas
1580,2,1,4,3,3,5,4,5,1,5,4,1,The Plaza at Lubbock,33.60429,-101.97648,Lubbock
1581,0,1,1,0,2,0,0,2,1,1,2,3,The Plaza at Richardson,32.97395,-96.74203,Dallas
1582,3,5,5,10,9,5,5,7,4,1,1,4,"The Rehabilitation and Wellness Centre of Dallas, LLC",32.80205,-96.78882,Dallas
1583,0,1,1,0,1,1,1,0,1,2,2,3,The Renaissance at Kessler Park,32.73491,-96.903,Dallas
1584,1,2,5,4,5,6,6,4,2,2,1,1,The Reserve at Richardson,32.97395,-96.74203,Dallas
1585,4,3,4,3,4,1,0,2,2,2,5,2,The Resort at Texas City,29.39095,-94.91973,Galveston
1586,5,7,11,15,12,6,7,6,10,7,3,8,The Rio at Mainland Center,29.39941,-94.99751,Galveston
1587,6,1,2,2,3,5,3,3,7,5,2,0,The Rio At Mission Trails,29.3122,-98.39089,Bexar
1588,4,1,0,1,0,0,0,0,0,0,0,0,The Rosewood Retirement Community,31.13896,-97.64326,Bell
1591,2,2,7,6,4,4,6,4,0,2,7,6,The Springs Healthcare and Rehabilitation,30.50395,-97.82463,Williamson
1592,0,2,2,4,1,4,3,1,2,1,1,1,The Springs Nursing Center,33.00551,-94.59071,Cass
1593,1,2,2,4,0,1,4,3,2,1,0,3,The Stayton at Museum Way,32.74171,-97.38196,Tarrant
1594,1,0,0,1,1,0,0,0,0,0,0,0,The Terrace at Denison,33.77167,-96.60413,Grayson
1595,2,0,1,1,1,1,3,0,1,0,2,0,The Villa at Marbridge,30.13281,-97.87467,Travis
1596,5,3,6,9,3,3,2,9,1,0,4,6,The Villa at Mountain View,32.73491,-96.903,Dallas
1597,2,1,2,1,2,1,2,1,2,1,3,1,The Villa At Texarkana,33.51343,-94.13057,Bowie
1598,7,13,4,5,6,2,5,9,6,6,4,13,"The Village at Gleannloch Farms, Inc",30.0391,-95.5338,Harris
1601,1,2,4,6,5,4,4,5,3,3,4,3,The Village at Richardson,32.97395,-96.74203,Dallas
1602,7,7,8,10,4,3,4,2,2,2,0,2,The Vintage Health Care Center,33.22113,-97.14723,Denton
1603,13,7,13,8,11,11,15,11,5,4,4,5,The Waterton Healthcare and Rehabilitation,32.23855,-95.32063,Smith
1604,5,0,2,0,0,0,2,1,3,0,0,0,The Wesleyan at Scenic,30.66539,-97.59735,Williamson
1605,0,2,0,3,3,0,3,4,5,3,0,1,The Westbury Place,29.65245,-95.47702,Harris
1606,11,5,9,11,6,7,7,7,8,8,7,10,The Woodlands Healthcare Center,30.17818,-95.50144,Montgomery
1610,1,1,1,0,3,2,0,4,2,3,1,2,TimberRidge Health and Rehabilitation Center,30.94151,-94.05383,Jasper
1611,6,10,12,16,13,14,13,9,11,8,9,8,Timberwood Nursing and Rehabilitation Center,30.7127,-94.82192,Polk
1615,5,4,5,3,6,4,4,3,0,1,1,2,TMC Bonham Hospital,33.57268,-96.17766,Fannin
1616,5,2,3,3,2,2,4,6,3,2,3,6,"Tomball Nursing Center, Inc",30.09543,-95.58939,Harris
1618,1,0,6,2,4,2,2,2,3,0,4,0,Towers Nursing Home,30.01287,-97.17577,Bastrop
1619,4,3,4,3,3,2,1,2,1,1,1,3,Town and Country Manor,29.85533,-98.72266,Kendall
1620,3,4,2,3,3,3,3,4,0,4,4,8,Town East Rehabilitation and Healthcare Center,32.81577,-96.63039,Dallas
1621,1,2,3,0,6,10,8,5,1,4,2,3,Town Hall Estates Health Care Facility Arlington,32.69221,-97.13341,Tarrant
1622,5,2,6,4,6,8,4,7,7,5,4,4,Town Hall Estates Health Care Facility Keene,32.39253,-97.32686,Johnson
1623,2,1,0,0,4,2,0,3,0,1,1,1,Town Hall Estates Health Care Facility Whitney,31.95806,-97.32888,Hill
1624,1,2,1,4,2,3,1,7,2,0,0,3,Town Hall Estates Rehabilitation and Nursing Center,32.02172,-97.1336,Hill
1626,1,0,5,2,2,2,4,1,2,0,0,1,Trail Lake Nursing and Rehabilitation,32.61898,-97.39318,Tarrant
1627,1,4,4,3,3,0,1,1,1,0,3,0,Traymore Nursing Center,32.84885,-96.82587,Dallas
1628,1,1,2,7,6,1,3,4,5,5,4,4,Treasure Hills Healthcare and Rehabilitation Center,26.25668,-97.66671,Cameron
1629,3,5,3,8,6,5,3,5,2,2,6,1,Treemont Health Care Center,29.73555,-95.52161,Harris
1630,0,0,1,1,0,0,1,2,2,2,1,3,Treemont Healthcare and Rehabilitation Center,32.90237,-96.79205,Dallas
1631,14,23,15,15,17,13,19,18,2,12,4,8,Treviso Transitional Care,32.58258,-94.72065,Gregg
1632,0,0,0,0,0,0,0,2,2,3,4,7,TREVISO TRANSITIONAL CARE,32.58258,-94.72065,Gregg
1633,1,0,1,0,1,0,2,1,1,0,1,0,Trinity Care Center,30.50477,-97.64581,Williamson
1635,1,3,3,5,2,3,3,2,1,2,1,2,"Trinity Nursing And Rehabilitation Of Burleson, Lp",32.52605,-97.30317,Johnson
1636,1,1,1,1,1,1,1,1,1,2,2,2,"Trinity Nursing and Rehabilitation of Comfort, LP",29.97059,-98.90519,Kendall
1637,2,3,0,1,0,2,0,1,0,1,1,1,"Trinity Nursing and Rehabilitation of Diboll, LP",31.17991,-94.76368,Angelina
1638,2,3,2,2,3,2,3,1,4,4,2,1,Trinity Nursing and Rehabilitation of Granbury,32.42318,-97.80877,Hood
1639,1,2,1,1,0,0,0,0,0,1,2,2,Trinity Of Italy Nursing And Rehabilitation,32.1807,-96.86697,Ellis
1640,4,1,0,4,3,5,4,2,1,3,0,1,"Trinity of Winnsboro, LLC",32.90938,-95.26235,Hopkins
1641,2,3,3,3,1,1,5,7,3,1,1,1,TRINITY REHABILITATION and HEALTHCARE CENTER,30.959840000000003,-95.32384,Trinity
1642,0,2,1,2,1,4,5,1,2,0,0,0,Trinity Terrace Retirement Community,32.75923,-97.32978,Tarrant
1645,0,0,0,0,0,0,0,0,0,0,0,2,Trisun Care Center Northeast El Paso,31.9519,-106.43401,El Paso
1649,3,6,6,2,9,2,2,6,3,1,1,1,Trucare Living Centers,31.73458,-95.53316,Anderson
1650,1,0,1,4,6,6,0,1,1,2,1,3,Trucare Living Centers Columbus,29.69375,-96.56013,Colorado
1651,0,1,3,1,1,1,0,0,1,0,1,4,Trucare Living Centers Selma,29.54622,-98.26628,Guadalupe
1653,0,0,0,0,1,0,0,2,0,0,0,1,Tulia Health and Rehabilitation Center,34.57853,-101.69538,Swisher
1654,3,3,5,8,6,3,3,3,6,5,7,4,Tuscany Village Skilled Nursing And Rehabilitation,29.546,-95.35082,Brazoria
1656,2,7,6,4,4,5,0,3,4,0,0,2,Twilight Nursing And Rehabilitation Center,32.086929999999995,-96.52879,Navarro
1658,2,5,2,3,2,4,5,5,2,3,6,4,Twin Lakes Rehabilitation and Care Center,31.49499,-94.12708,San Augustine
1659,1,3,0,0,0,0,1,1,1,1,0,1,Twin Oaks Health and Rehabilitation,31.9462,-95.25704,Cherokee
1661,2,5,6,3,3,4,4,2,2,3,3,0,Twin Pines North Nursing And Rehabilitation Center,28.92333,-97.01817,Victoria
1662,4,9,6,2,0,2,1,1,5,4,3,6,Twin Pines Nursing and Rehabilitation Center,28.92333,-97.01817,Victoria
1663,0,2,3,1,0,0,2,2,2,1,0,0,University Park Nursing and Rehabilitation,33.7986,-98.51092,Wichita
1664,13,12,17,21,15,13,5,9,6,4,5,8,University Place Retirement Community and Nursing Center,29.68802,-95.51627,Harris
1668,1,1,1,0,1,1,2,1,0,0,0,0,Ut Health Pittsburg,32.96953,-94.95017,Camp
1669,0,1,1,0,0,0,1,0,0,0,0,0,Ut Health Quitman,32.82157,-95.42366,Wood
1670,2,1,2,2,2,2,2,4,3,3,3,4,Uvalde Healthcare and Rehabilitation Center,29.35664,-99.87147,Uvalde
1671,1,0,0,1,2,1,1,0,0,0,0,1,Uvalde Memorial Hospital,29.35664,-99.87147,Uvalde
1673,2,2,3,0,2,2,4,2,1,2,4,0,Val Verde Nursing and Rehabilitation Center,29.74211,-100.88273,Val Verde
1677,1,5,1,1,2,2,1,1,1,2,1,3,Valley Grande Manor,26.15805,-97.98925,Hidalgo
1680,2,0,1,0,0,0,0,1,1,0,0,0,Van Health Care Center,32.532270000000004,-95.64262,Van Zandt
1682,8,7,8,8,12,13,7,9,9,4,5,6,Veranda Rehabilitation and Healthcare,26.25668,-97.66671,Cameron
1683,1,1,2,3,1,2,2,3,1,0,0,0,Vernon Care Center,34.16774,-99.32555,Wilbarger
1684,10,10,10,15,16,16,13,11,6,7,7,8,VIBRALIFE OF EL PASO,31.77618,-106.29785,El Paso
1685,2,2,1,2,3,2,0,1,2,2,1,0,"Vibralife Of Katy, Llc",29.85208,-95.83094,Harris
1686,4,4,7,8,10,6,8,4,5,5,3,4,Victoria Gardens of Allen,33.089659999999995,-96.60751,Collin
1687,0,0,0,0,0,0,1,4,4,4,2,3,Victoria Gardens of Frisco,33.15534,-96.7727,Collin
1689,0,2,5,1,3,2,0,1,0,2,3,2,Vidor Health and Rehabilitation Center,30.17843,-94.01841,Orange
1690,0,2,1,0,4,4,0,0,0,1,1,0,Villa Haven Health and Rehabilitation Center,32.80509,-98.89861,Stephens
1691,14,10,13,12,7,9,14,7,11,16,10,11,Villa Toscana at Cypress Woods,29.9805,-95.46358,Harris
1692,0,0,0,0,1,0,0,0,0,0,0,0,Village Creek Nursing Center,32.69064,-97.26215,Tarrant
1693,2,2,2,2,0,3,1,3,0,2,1,0,Village Creek Rehabilitation and Nursing Center,30.2256,-94.19614,Hardin
1694,1,3,3,2,7,11,8,7,10,6,5,5,Village Healthcare and Rehabilitation,26.21583,-98.23917,Hidalgo
1696,29,24,21,27,21,30,20,33,16,13,8,12,Villages of Lake Highlands,32.87853,-96.70782,Dallas
1697,11,5,9,6,9,14,12,14,4,4,2,2,Villages On Macarthur,32.846990000000005,-96.95696,Dallas
1698,1,0,0,2,1,1,2,0,0,1,1,1,Vista Del Mar Health and Rehabilitation,27.76805,-97.39899,Nueces
1699,4,5,9,4,4,2,4,3,6,4,3,4,Vista Hills Health Care Center,31.76791,-106.33018,El Paso
1700,0,1,1,0,0,0,0,1,1,0,0,0,Vista Living Of Vernon,34.16774,-99.32555,Wilbarger
1701,2,3,2,4,3,5,4,2,2,4,3,1,Vista Nursing And Rehabilitation Center,29.64802,-95.18998,Harris
1702,4,8,3,6,3,2,4,5,6,6,5,6,Vista Ridge Nursing and Rehabilitation Center,33.01371,-97.00024,Denton
1705,15,11,13,14,14,21,10,22,20,24,23,28,Vosswood Nursing Center,29.74546,-95.48868,Harris
1707,20,10,15,15,18,11,15,14,11,6,6,6,Walnut Place,32.87767,-96.74979,Dallas
1708,1,0,2,4,2,1,0,0,3,2,0,2,Ward Memorial Hospital,31.545790000000004,-102.85809,Ward
1713,0,0,0,0,0,0,0,1,0,0,0,0,Warm Springs Rehabilitation Hospital Of San Antonio,29.50555,-98.5722,Bexar
1718,3,4,2,5,4,5,9,6,4,5,6,6,Weatherford Healthcare Center,32.75481,-97.78995,Parker
1720,0,0,0,0,0,1,0,0,0,0,0,1,Wedgewood Nursing Home,32.653929999999995,-97.37723,Tarrant
1721,0,0,0,0,0,0,0,1,0,0,0,0,"Wellington Care Center, Inc",34.896159999999995,-100.2061,Collingsworth
1722,0,0,0,0,0,0,0,0,1,0,0,0,Wellington Oaks Nursing and Rehabilitation,32.7287,-97.31777,Tarrant
1723,2,2,2,0,3,2,5,1,1,3,0,4,Wellington Rehabilitation and Healthcare,31.138070000000006,-97.37258,Bell
1724,1,0,1,0,1,0,1,0,2,0,1,0,Wells Ltc Nursing And Rehabilitation,31.52059,-94.92748,Cherokee
1725,2,4,2,3,4,2,4,5,3,5,3,5,Weslaco Nursing and Rehabilitation Center,26.15805,-97.98925,Hidalgo
1726,0,0,1,0,0,0,0,1,0,1,0,0,Wesley Court Senior Living,32.36095,-99.82696,Taylor
1727,3,3,2,2,4,1,1,1,1,1,2,1,Wesley Woods Health and Rehabilitation,31.52401,-97.25565,McLennan
1729,4,7,9,11,10,10,5,9,10,5,7,8,West Houston Rehabilitation and Healthcare Center,29.69326,-95.6489,Harris
1730,1,2,2,1,4,3,2,3,3,4,3,1,West Janisch Health Care Center,29.82693,-95.4259,Harris
1731,7,4,2,3,2,3,3,1,6,4,5,5,West Oaks Nursing and Rehab Center,29.72359,-95.64179,Harris
1732,2,0,0,0,0,0,0,0,0,0,3,2,West Oaks Nursing And Rehabilitation Center,30.16538,-97.82343,Travis
1735,1,2,2,0,1,0,0,1,1,0,1,2,"West Rest Haven, Inc",31.77816,-97.09626,McLennan
1736,1,3,3,0,1,4,2,2,3,1,1,0,"West Side Campus of Care, LP",32.77595,-97.52195,Tarrant
1737,1,4,4,2,2,4,4,5,6,6,5,3,Westchase Health and Rehabilitation Center,29.70167,-95.53594,Harris
1738,1,0,0,0,0,1,0,0,0,2,1,1,Western Hills Healthcare Residence,31.89183,-98.61491,Comanche
1740,4,5,5,4,5,6,4,3,4,4,3,3,Westminster Manor Health Care Center,30.34736,-97.76847,Travis
1741,1,0,0,0,0,0,1,1,1,1,1,0,Westover Hills Rehabilitation and Healthcare Center,29.46217,-98.67597,Bexar
1743,1,1,0,1,1,1,1,6,1,0,0,0,Westview Manor and Rehabilitation Center,31.4458,-97.39449,McLennan
